"stat_property","month_edit","no_statement","no_claim","stat_claim_ratio"
"P2019","2015-08",17,17,1
"P2019","2015-09",1,1,1
"P202","2013-04",233,233,1
"P202","2013-06",1,1,1
"P202","2013-08",292,292,1
"P202","2013-09",393,393,1
"P202","2013-10",20,20,1
"P202","2013-11",1,1,1
"P202","2013-12",4,4,1
"P202","2014-01",1,1,1
"P202","2014-02",3,3,1
"P202","2014-03",2,2,1
"P202","2014-04",23,23,1
"P202","2014-05",5,5,1
"P202","2014-07",2,2,1
"P202","2014-08",1,1,1
"P202","2014-09",1,1,1
"P202","2014-10",15,15,1
"P202","2014-11",3,3,1
"P2020","2015-08",15778,15778,1
"P2020","2015-09",413,413,1
"P2020","2015-10",64,64,1
"P2020","2016-03",174,174,1
"P2020","2016-04",97,97,1
"P2020","2016-06",192,192,1
"P2020","2016-09",283,283,1
"P2020","2016-10",8,8,1
"P2021","2015-10",5,5,1
"P2021","2015-11",6,6,1
"P2021","2016-01",3,3,1
"P2021","2016-03",1,1,1
"P2021","2016-04",1,1,1
"P2021","2016-05",11,11,1
"P2021","2016-06",5,5,1
"P2021","2016-07",8,8,1
"P2021","2016-08",1,1,1
"P2024","2015-08",61,61,1
"P2025","2015-08",191,191,1
"P2025","2015-09",5,5,1
"P2025","2015-10",13,13,1
"P2025","2015-11",3,3,1
"P2025","2015-12",1,1,1
"P2025","2016-01",9,9,1
"P2025","2016-02",3,3,1
"P2025","2016-04",3,3,1
"P2025","2016-05",4,4,1
"P2025","2016-06",2,2,1
"P2025","2016-07",70,70,1
"P2025","2016-08",26,26,1
"P2025","2016-09",7,7,1
"P2026","2015-09",3,3,1
"P2026","2015-11",7,7,1
"P2026","2015-12",2,2,1
"P2026","2016-01",113,113,1
"P2026","2016-02",15,15,1
"P2026","2016-03",242,242,1
"P2026","2016-04",10,10,1
"P2026","2016-05",15,15,1
"P2026","2016-06",22,22,1
"P2026","2016-08",4,4,1
"P2026","2016-09",90,90,1
"P2026","2016-10",1,1,1
"P2027","2015-08",1,1,1
"P2027","2015-09",1,1,1
"P2027","2015-12",1,1,1
"P2027","2016-02",28,28,1
"P2027","2016-03",14,14,1
"P2027","2016-04",4,4,1
"P2027","2016-06",4,4,1
"P2027","2016-07",13,13,1
"P2027","2016-09",1,1,1
"P2028","2015-10",1,1,1
"P2029","2015-08",1,1,1
"P2029","2015-09",814,814,1
"P2029","2015-10",23,23,1
"P2029","2015-12",9,9,1
"P2029","2016-01",26,26,1
"P2029","2016-02",24,24,1
"P2029","2016-03",13,13,1
"P2029","2016-04",4,4,1
"P2029","2016-05",5,5,1
"P2029","2016-06",1,1,1
"P2029","2016-07",6,6,1
"P2029","2016-08",76,76,1
"P2029","2016-09",24,24,1
"P2030","2015-11",29,29,1
"P2030","2016-03",1,1,1
"P2030","2016-07",6,6,1
"P2030","2016-08",61,61,1
"P2031","2015-10",49,49,1
"P2031","2016-01",67,67,1
"P2031","2016-02",72,72,1
"P2031","2016-03",43,43,1
"P2031","2016-04",60,60,1
"P2031","2016-09",70,70,1
"P2031","2016-10",2,2,1
"P2032","2015-08",10,10,1
"P2032","2015-09",43,43,1
"P2032","2015-10",52,52,1
"P2032","2015-12",26,26,1
"P2032","2016-01",60,60,1
"P2032","2016-02",65,65,1
"P2032","2016-03",41,41,1
"P2032","2016-04",54,54,1
"P2032","2016-06",83,83,1
"P2032","2016-08",69,69,1
"P2032","2016-09",58,58,1
"P2032","2016-10",2,2,1
"P2033","2015-09",2,2,1
"P2033","2016-02",1,1,1
"P2033","2016-03",1,1,1
"P2034","2015-08",2,2,1
"P2034","2015-09",10,10,1
"P2034","2015-10",4,4,1
"P2034","2015-11",2,2,1
"P2034","2016-01",4,4,1
"P2034","2016-02",2,2,1
"P2034","2016-05",2,2,1
"P2034","2016-06",1,1,1
"P2034","2016-07",1,1,1
"P2034","2016-09",9,9,1
"P2035","2015-09",16,16,1
"P2035","2015-10",26,26,1
"P2035","2015-11",26,26,1
"P2035","2015-12",12,12,1
"P2035","2016-06",86,86,1
"P2035","2016-10",2,2,1
"P2036","2015-08",43571,43571,1
"P2036","2015-09",34,34,1
"P2036","2015-10",16,16,1
"P2036","2015-11",401,401,1
"P2036","2015-12",238,238,1
"P2036","2016-01",50,50,1
"P2036","2016-02",10,10,1
"P2036","2016-03",85,85,1
"P2036","2016-04",139,139,1
"P2036","2016-05",75,75,1
"P2036","2016-06",170,170,1
"P2036","2016-07",99,99,1
"P2036","2016-08",10,10,1
"P2036","2016-09",2,2,1
"P2037","2015-08",5,5,1
"P2037","2015-09",7,7,1
"P2037","2015-10",2,2,1
"P2037","2015-11",3,3,1
"P2037","2015-12",3,3,1
"P2037","2016-01",7,7,1
"P2037","2016-02",3,3,1
"P2037","2016-03",5,5,1
"P2037","2016-05",7,7,1
"P2037","2016-06",9,9,1
"P2038","2015-08",2,2,1
"P2038","2015-09",6,6,1
"P2038","2015-10",6,6,1
"P2038","2015-11",9,9,1
"P2038","2015-12",1,1,1
"P2038","2016-01",8,8,1
"P2038","2016-02",4,4,1
"P2038","2016-03",2,2,1
"P2038","2016-04",53,53,1
"P2038","2016-05",9,9,1
"P2038","2016-06",43,43,1
"P2038","2016-08",8,8,1
"P2038","2016-09",41,41,1
"P2038","2016-10",4,4,1
"P2040","2015-09",17552,17552,1
"P2040","2015-10",4,4,1
"P2040","2015-11",2,2,1
"P2040","2015-12",4,4,1
"P2040","2016-01",2,2,1
"P2040","2016-02",3,3,1
"P2040","2016-03",33,33,1
"P2040","2016-04",7,7,1
"P2040","2016-05",15,15,1
"P2040","2016-06",2,2,1
"P2040","2016-07",44,44,1
"P2040","2016-08",2,2,1
"P2040","2016-09",6,6,1
"P2041","2015-12",174,174,1
"P2041","2016-01",192,192,1
"P2041","2016-03",6,6,1
"P2041","2016-04",10,10,1
"P2041","2016-05",3,3,1
"P2041","2016-06",7,7,1
"P2041","2016-07",10,10,1
"P2041","2016-08",6,6,1
"P2041","2016-09",6,6,1
"P2042","2016-01",284,284,1
"P2042","2016-05",111,111,1
"P2042","2016-06",22,22,1
"P2042","2016-08",89,89,1
"P2042","2016-09",32,32,1
"P2043","2016-10",19,19,1
"P2044","2016-10",20,20,1
"P2045","2016-01",1,1,1
"P2045","2016-02",2,2,1
"P2045","2016-04",5,5,1
"P2045","2016-07",18,18,1
"P2045","2016-08",3,3,1
"P2045","2016-09",1,1,1
"P2047","2016-10",11,11,1
"P2049","2016-10",55,55,1
"P205","2013-05",5,5,1
"P205","2013-06",1,1,1
"P205","2013-07",1,1,1
"P205","2013-12",1,1,1
"P205","2014-02",1,1,1
"P205","2014-05",1,1,1
"P205","2014-07",5,5,1
"P205","2014-08",1,1,1
"P205","2014-11",1,1,1
"P205","2015-01",1,1,1
"P205","2015-02",2,2,1
"P205","2015-05",1,1,1
"P205","2015-08",1,1,1
"P205","2016-04",1,1,1
"P205","2016-05",3,3,1
"P205","2016-06",1,1,1
"P205","2016-07",2,2,1
"P205","2016-08",1,1,1
"P205","2016-09",13,13,1
"P2050","2015-09",17,17,1
"P2050","2015-10",24,24,1
"P2050","2015-11",6,6,1
"P2050","2015-12",2,2,1
"P2050","2016-03",1,1,1
"P2050","2016-04",2,2,1
"P2051","2015-09",1,1,1
"P2052","2015-12",78,78,1
"P2052","2016-01",47,47,1
"P2052","2016-04",58,58,1
"P2052","2016-07",122,122,1
"P2052","2016-08",52,52,1
"P2052","2016-09",100,100,1
"P2052","2016-10",2,2,1
"P2053","2015-09",6,6,1
"P2053","2015-10",8,8,1
"P2053","2015-11",20,20,1
"P2053","2015-12",6,6,1
"P2053","2016-01",2,2,1
"P2053","2016-02",3,3,1
"P2053","2016-04",7,7,1
"P2053","2016-05",1,1,1
"P2053","2016-06",9226,9226,1
"P2053","2016-07",346,346,1
"P2053","2016-08",1091,1091,1
"P2053","2016-09",9,9,1
"P2054","2016-01",4,4,1
"P2054","2016-02",2,2,1
"P2054","2016-03",4,4,1
"P2054","2016-04",3,3,1
"P2054","2016-05",1,1,1
"P2054","2016-06",3,3,1
"P2054","2016-07",4,4,1
"P2055","2015-09",1,1,1
"P2056","2015-09",1,1,1
"P2057","2015-09",2,2,1
"P2057","2015-10",1,1,1
"P2057","2015-11",2,2,1
"P2057","2015-12",1,1,1
"P2057","2016-01",121,121,1
"P2057","2016-04",6,6,1
"P2057","2016-06",14,14,1
"P2057","2016-08",4,4,1
"P2057","2016-09",6,6,1
"P2058","2015-12",1,1,1
"P206","2013-04",3,3,1
"P206","2013-05",1,1,1
"P206","2013-06",1,1,1
"P206","2013-07",1,1,1
"P206","2013-08",3,3,1
"P206","2013-09",5,5,1
"P206","2013-11",12,12,1
"P206","2014-05",30,30,1
"P2060","2015-10",1,1,1
"P2060","2015-11",1,1,1
"P2060","2016-07",1,1,1
"P2060","2016-08",1,1,1
"P2061","2015-10",1054,1054,1
"P2061","2015-11",3,3,1
"P2061","2015-12",3,3,1
"P2061","2016-02",184,184,1
"P2061","2016-04",38,38,1
"P2061","2016-05",6,6,1
"P2061","2016-06",14,14,1
"P2061","2016-07",1,1,1
"P2061","2016-08",10,10,1
"P2062","2015-09",2,2,1
"P2062","2016-01",2,2,1
"P2062","2016-02",12,12,1
"P2062","2016-03",7,7,1
"P2063","2015-09",2,2,1
"P2063","2015-10",1,1,1
"P2063","2016-01",11,11,1
"P2063","2016-04",3,3,1
"P2063","2016-05",3,3,1
"P2064","2015-09",2,2,1
"P2064","2015-10",1,1,1
"P2064","2016-01",7,7,1
"P2064","2016-02",1,1,1
"P2065","2015-09",1,1,1
"P2065","2015-10",1,1,1
"P2065","2016-01",1,1,1
"P2065","2016-02",97,97,1
"P2065","2016-03",2,2,1
"P2065","2016-05",1,1,1
"P2065","2016-08",1,1,1
"P2066","2015-09",1,1,1
"P2067","2015-11",24,24,1
"P2067","2016-01",36,36,1
"P2067","2016-03",32,32,1
"P2068","2015-09",1,1,1
"P2068","2015-10",2,2,1
"P2069","2015-09",1,1,1
"P2069","2015-10",1,1,1
"P2069","2016-02",1,1,1
"P2069","2016-03",1,1,1
"P207","2013-03",4,4,1
"P207","2013-05",2,2,1
"P207","2014-01",1,1,1
"P207","2015-02",2,2,1
"P2070","2015-09",289,289,1
"P2070","2015-10",94,94,1
"P2070","2015-12",24,24,1
"P2070","2016-01",4,4,1
"P2070","2016-03",4,4,1
"P2070","2016-04",13,13,1
"P2070","2016-05",53,53,1
"P2070","2016-06",24,24,1
"P2070","2016-07",11,11,1
"P2070","2016-08",9,9,1
"P2070","2016-09",4,4,1
"P2071","2015-09",2,2,1
"P2071","2016-01",2,2,1
"P2071","2016-02",1,1,1
"P2071","2016-06",1,1,1
"P2071","2016-09",6,6,1
"P2072","2015-09",2,2,1
"P2072","2016-02",10,10,1
"P2072","2016-04",3,3,1
"P2073","2015-10",22,22,1
"P2073","2015-12",2,2,1
"P2073","2016-01",1,1,1
"P2073","2016-03",2,2,1
"P2073","2016-07",1,1,1
"P2073","2016-09",3,3,1
"P2074","2015-09",1,1,1
"P2074","2015-10",57,57,1
"P2075","2015-09",1,1,1
"P2075","2015-11",1,1,1
"P2076","2015-09",2,2,1
"P2076","2015-12",2,2,1
"P2076","2016-02",1,1,1
"P2076","2016-04",2,2,1
"P2076","2016-05",1,1,1
"P2076","2016-06",1,1,1
"P2076","2016-07",1,1,1
"P2078","2015-09",3,3,1
"P2078","2015-10",2,2,1
"P2078","2015-11",1,1,1
"P2078","2016-01",1,1,1
"P2078","2016-02",3,3,1
"P2078","2016-03",1,1,1
"P2078","2016-04",2,2,1
"P2078","2016-05",2,2,1
"P2078","2016-08",19,19,1
"P2078","2016-09",8,8,1
"P2079","2015-10",6,6,1
"P208","2013-04",5,5,1
"P208","2013-06",1,1,1
"P208","2013-07",5,5,1
"P208","2013-08",3,3,1
"P208","2013-09",3,3,1
"P208","2013-11",1,1,1
"P208","2014-01",2,2,1
"P208","2014-02",1,1,1
"P208","2014-03",2,2,1
"P208","2014-04",1,1,1
"P208","2014-05",1,1,1
"P208","2014-08",3,3,1
"P208","2014-12",2,2,1
"P208","2015-04",14,14,1
"P208","2015-08",9,9,1
"P208","2015-10",1,1,1
"P208","2015-12",1,1,1
"P208","2016-03",12,12,1
"P208","2016-04",1,1,1
"P208","2016-05",2,2,1
"P208","2016-07",1,1,1
"P208","2016-08",27,27,1
"P208","2016-09",3,3,1
"P2080","2015-09",314,314,1
"P2080","2015-11",50,50,1
"P2080","2015-12",2,2,1
"P2080","2016-01",12,12,1
"P2080","2016-02",9,9,1
"P2080","2016-03",6,6,1
"P2080","2016-04",1,1,1
"P2080","2016-05",10,10,1
"P2080","2016-07",8,8,1
"P2080","2016-08",11,11,1
"P2080","2016-09",6,6,1
"P2081","2015-09",1,1,1
"P2081","2015-11",2,2,1
"P2081","2016-03",1,1,1
"P2082","2015-09",19,19,1
"P2082","2015-10",18,18,1
"P2082","2016-02",1,1,1
"P2082","2016-08",3,3,1
"P2083","2015-09",1,1,1
"P2083","2015-10",2,2,1
"P2083","2016-01",4,4,1
"P2083","2016-06",1,1,1
"P2084","2015-09",1,1,1
"P2084","2015-10",2,2,1
"P2084","2015-11",1,1,1
"P2084","2016-01",3,3,1
"P2084","2016-03",1,1,1
"P2084","2016-04",1,1,1
"P2084","2016-06",1,1,1
"P2085","2015-09",1,1,1
"P2085","2015-11",2,2,1
"P2085","2016-01",1,1,1
"P2086","2015-09",1,1,1
"P2087","2015-09",1,1,1
"P2087","2015-10",4,4,1
"P2087","2015-11",5,5,1
"P2087","2016-01",3,3,1
"P2087","2016-02",7,7,1
"P2087","2016-03",4,4,1
"P2087","2016-04",2,2,1
"P2087","2016-05",2,2,1
"P2087","2016-06",2,2,1
"P2087","2016-07",5,5,1
"P2087","2016-08",5,5,1
"P2087","2016-09",15,15,1
"P2088","2015-09",2,2,1
"P2088","2015-11",1,1,1
"P2088","2015-12",4,4,1
"P2088","2016-01",2,2,1
"P2088","2016-02",5,5,1
"P2088","2016-03",2,2,1
"P2088","2016-04",5,5,1
"P2088","2016-05",4,4,1
"P2088","2016-06",5,5,1
"P2088","2016-07",1,1,1
"P2088","2016-08",2,2,1
"P2088","2016-09",3,3,1
"P2089","2015-10",30,30,1
"P2089","2015-11",18,18,1
"P2089","2015-12",25,25,1
"P2089","2016-01",23,23,1
"P2089","2016-02",64,64,1
"P2089","2016-03",13,13,1
"P2089","2016-04",12,12,1
"P2089","2016-06",3,3,1
"P2089","2016-07",2,2,1
"P2089","2016-08",9,9,1
"P209","2013-04",8,8,1
"P209","2013-06",2,2,1
"P209","2013-07",2,2,1
"P209","2013-08",3,3,1
"P209","2013-09",1,1,1
"P209","2013-10",1,1,1
"P209","2013-11",1,1,1
"P209","2014-03",1,1,1
"P209","2014-04",16,16,1
"P209","2014-05",2,2,1
"P209","2014-07",1,1,1
"P209","2014-12",1,1,1
"P209","2015-04",2,2,1
"P209","2015-05",1,1,1
"P209","2015-07",1,1,1
"P209","2016-02",2,2,1
"P209","2016-04",2,2,1
"P209","2016-05",1,1,1
"P209","2016-06",1,1,1
"P209","2016-08",1,1,1
"P2090","2015-09",45,45,1
"P2090","2015-10",10,10,1
"P2090","2015-11",1,1,1
"P2091","2015-12",21,21,1
"P2091","2016-01",4,4,1
"P2091","2016-02",8,8,1
"P2091","2016-03",20,20,1
"P2091","2016-04",2,2,1
"P2091","2016-05",22,22,1
"P2091","2016-06",49,49,1
"P2091","2016-07",61,61,1
"P2091","2016-09",42,42,1
"P2091","2016-10",10,10,1
"P2092","2015-09",13,13,1
"P2092","2015-11",1,1,1
"P2092","2016-01",1,1,1
"P2092","2016-02",3,3,1
"P2092","2016-03",1,1,1
"P2092","2016-05",1,1,1
"P2092","2016-07",3,3,1
"P2092","2016-08",2,2,1
"P2092","2016-09",2,2,1
"P2094","2015-09",2,2,1
"P2094","2015-10",24,24,1
"P2094","2015-11",1,1,1
"P2094","2015-12",7,7,1
"P2094","2016-01",2,2,1
"P2094","2016-03",22,22,1
"P2094","2016-04",41,41,1
"P2094","2016-06",3,3,1
"P2094","2016-07",1,1,1
"P2094","2016-09",43,43,1
"P2095","2015-09",4,4,1
"P2095","2015-10",4,4,1
"P2095","2016-08",20,20,1
"P2096","2015-09",1,1,1
"P2096","2015-11",9,9,1
"P2096","2015-12",17,17,1
"P2096","2016-08",26,26,1
"P2097","2015-10",2,2,1
"P2097","2016-01",12,12,1
"P2097","2016-04",1,1,1
"P2097","2016-05",2,2,1
"P2097","2016-06",1,1,1
"P2098","2015-09",49,49,1
"P2098","2016-03",1,1,1
"P2098","2016-05",1,1,1
"P2098","2016-07",4,4,1
"P2098","2016-08",1,1,1
"P2099","2015-09",1,1,1
"P2099","2015-10",4,4,1
"P2099","2015-11",953,953,1
"P2099","2015-12",4,4,1
"P2099","2016-01",1,1,1
"P2099","2016-02",1,1,1
"P2099","2016-04",2,2,1
"P2099","2016-05",4,4,1
"P2099","2016-06",2,2,1
"P2099","2016-09",2,2,1
"P21","2016-10",438,438,1
"P210","2013-03",1,1,1
"P210","2013-04",3,3,1
"P210","2013-05",2,2,1
"P210","2013-10",1,1,1
"P210","2013-11",1,1,1
"P210","2014-02",1,1,1
"P210","2014-03",1,1,1
"P210","2014-04",3,3,1
"P210","2015-05",1,1,1
"P210","2015-06",1,1,1
"P210","2015-08",1,1,1
"P210","2016-01",1,1,1
"P210","2016-05",2,2,1
"P2100","2015-09",9,9,1
"P2100","2015-10",9,9,1
"P2100","2015-12",4,4,1
"P2100","2016-01",4,4,1
"P2100","2016-03",22,22,1
"P2100","2016-04",1,1,1
"P2100","2016-05",2,2,1
"P2100","2016-06",4,4,1
"P2100","2016-07",21,21,1
"P2100","2016-08",10,10,1
"P2100","2016-09",8,8,1
"P2101","2015-09",3,3,1
"P2101","2015-10",7,7,1
"P2101","2015-11",9,9,1
"P2101","2016-01",7,7,1
"P2101","2016-03",3,3,1
"P2101","2016-04",3,3,1
"P2101","2016-06",4,4,1
"P2101","2016-07",4,4,1
"P2101","2016-09",1,1,1
"P2102","2015-10",8,8,1
"P2102","2015-11",7,7,1
"P2102","2016-03",2,2,1
"P2102","2016-04",1,1,1
"P2102","2016-06",2,2,1
"P2102","2016-07",3,3,1
"P2102","2016-09",1,1,1
"P2103","2015-10",3,3,1
"P2103","2015-11",1,1,1
"P2103","2016-08",207,207,1
"P2103","2016-09",1,1,1
"P2105","2015-09",3,3,1
"P2105","2016-01",2,2,1
"P2105","2016-03",1,1,1
"P2106","2015-09",1,1,1
"P2106","2016-10",25,25,1
"P2107","2015-09",1,1,1
"P2107","2015-10",1,1,1
"P2107","2015-11",1,1,1
"P2107","2016-06",1,1,1
"P2107","2016-08",4,4,1
"P2108","2015-11",17,17,1
"P2108","2015-12",6,6,1
"P2108","2016-01",39,39,1
"P2108","2016-02",18,18,1
"P2108","2016-05",5,5,1
"P2108","2016-06",22,22,1
"P2108","2016-07",34,34,1
"P2108","2016-09",20,20,1
"P2108","2016-10",54,54,1
"P2109","2015-11",1,1,1
"P2109","2016-03",1,1,1
"P2109","2016-04",16,16,1
"P2109","2016-05",2,2,1
"P2109","2016-06",2,2,1
"P2109","2016-07",2,2,1
"P211","2013-03",1,1,1
"P2112","2015-09",5,5,1
"P2112","2015-10",3,3,1
"P2112","2015-11",1,1,1
"P2112","2016-02",1,1,1
"P2112","2016-04",1,1,1
"P2113","2015-09",1,1,1
"P2113","2015-12",18,18,1
"P2114","2015-09",6,6,1
"P2114","2016-03",5,5,1
"P2114","2016-09",5,5,1
"P2115","2015-10",1413,1413,1
"P2115","2015-11",1,1,1
"P2115","2016-03",2,2,1
"P2115","2016-04",1,1,1
"P2115","2016-06",2,2,1
"P2116","2015-09",1,1,1
"P2116","2015-10",1,1,1
"P2116","2015-11",1,1,1
"P2116","2016-08",1,1,1
"P2117","2015-09",1,1,1
"P2118","2015-09",1,1,1
"P2119","2015-09",1,1,1
"P2119","2015-10",4,4,1
"P2119","2016-01",5,5,1
"P2119","2016-03",2,2,1
"P2119","2016-05",1,1,1
"P2119","2016-06",2,2,1
"P2119","2016-09",1,1,1
"P212","2014-07",9,9,1
"P212","2014-08",34,34,1
"P2120","2015-09",2,2,1
"P2120","2015-11",5,5,1
"P2120","2015-12",1,1,1
"P2120","2016-02",1,1,1
"P2120","2016-04",2,2,1
"P2121","2015-09",1,1,1
"P2121","2015-10",14,14,1
"P2121","2015-11",12,12,1
"P2121","2016-01",3,3,1
"P2121","2016-05",10,10,1
"P2121","2016-07",41,41,1
"P2121","2016-08",20,20,1
"P2123","2015-09",1,1,1
"P2123","2016-01",5,5,1
"P2123","2016-02",1,1,1
"P2123","2016-04",3,3,1
"P2123","2016-05",5,5,1
"P2123","2016-07",2,2,1
"P2124","2015-12",3,3,1
"P2124","2016-01",1,1,1
"P2124","2016-02",4,4,1
"P2124","2016-08",5,5,1
"P2125","2016-04",64,64,1
"P2125","2016-05",8,8,1
"P2125","2016-06",3,3,1
"P2126","2015-12",1,1,1
"P2126","2016-01",1,1,1
"P2126","2016-03",1,1,1
"P2126","2016-04",2,2,1
"P2126","2016-05",1,1,1
"P2126","2016-09",1,1,1
"P2127","2015-10",9,9,1
"P2128","2015-10",7,7,1
"P2128","2015-11",2,2,1
"P2128","2016-01",2,2,1
"P2128","2016-05",3,3,1
"P2128","2016-06",1,1,1
"P2128","2016-07",3,3,1
"P2128","2016-08",7,7,1
"P2129","2016-01",3,3,1
"P2129","2016-03",2,2,1
"P2129","2016-04",1,1,1
"P2129","2016-06",1,1,1
"P213","2013-03",22,22,1
"P213","2013-07",73,73,1
"P213","2013-08",55,55,1
"P2130","2015-11",13,13,1
"P2130","2016-01",7,7,1
"P2130","2016-02",9,9,1
"P2130","2016-03",9,9,1
"P2130","2016-04",20,20,1
"P2130","2016-05",7,7,1
"P2130","2016-06",5,5,1
"P2130","2016-07",7,7,1
"P2130","2016-08",5,5,1
"P2130","2016-09",7,7,1
"P2131","2015-11",2,2,1
"P2131","2016-02",4,4,1
"P2131","2016-03",1,1,1
"P2131","2016-05",1,1,1
"P2131","2016-06",1,1,1
"P2131","2016-08",3,3,1
"P2131","2016-09",3,3,1
"P2132","2015-10",1,1,1
"P2132","2015-11",2,2,1
"P2132","2016-01",2,2,1
"P2134","2016-04",144,144,1
"P2134","2016-05",3,3,1
"P2134","2016-06",2,2,1
"P2134","2016-07",2,2,1
"P2134","2016-08",1,1,1
"P2137","2016-06",3,3,1
"P2137","2016-07",1,1,1
"P2137","2016-09",1,1,1
"P2138","2016-06",2,2,1
"P2139","2016-02",2,2,1
"P2142","2015-10",1,1,1
"P2142","2015-12",1,1,1
"P2142","2016-01",2,2,1
"P2142","2016-02",4,4,1
"P2142","2016-03",1,1,1
"P2143","2016-02",1,1,1
"P2143","2016-03",1,1,1
"P2143","2016-07",1,1,1
"P2144","2015-11",2,2,1
"P2144","2015-12",1,1,1
"P2144","2016-09",4,4,1
"P2145","2016-04",2,2,1
"P2146","2015-10",3,3,1
"P2146","2015-11",997,997,1
"P2146","2016-01",1,1,1
"P2146","2016-02",1,1,1
"P2146","2016-03",2,2,1
"P2146","2016-04",3,3,1
"P2146","2016-06",42,42,1
"P2146","2016-08",4,4,1
"P2146","2016-09",3,3,1
"P2147","2015-10",2,2,1
"P2147","2015-11",1,1,1
"P2147","2016-01",1,1,1
"P2147","2016-05",3,3,1
"P2147","2016-06",1,1,1
"P2147","2016-07",1,1,1
"P2149","2016-01",1,1,1
"P2149","2016-07",2,2,1
"P2149","2016-08",4,4,1
"P2149","2016-09",1,1,1
"P215","2013-04",7,7,1
"P215","2013-05",16,16,1
"P215","2013-06",17,17,1
"P215","2013-11",1417,1417,1
"P215","2013-12",5,5,1
"P215","2014-01",21,21,1
"P215","2014-02",6,6,1
"P215","2014-03",20,20,1
"P215","2014-04",5,5,1
"P215","2014-05",15,15,1
"P215","2014-06",12,12,1
"P215","2014-07",8,8,1
"P215","2014-08",20,20,1
"P215","2014-09",1,1,1
"P215","2014-10",2,2,1
"P215","2014-11",9,9,1
"P215","2014-12",8,8,1
"P215","2015-01",1,1,1
"P215","2015-03",1,1,1
"P215","2015-04",1,1,1
"P215","2015-05",1,1,1
"P215","2015-06",2,2,1
"P215","2015-07",4,4,1
"P215","2015-08",2,2,1
"P215","2015-09",2,2,1
"P215","2015-10",2,2,1
"P215","2015-11",1,1,1
"P215","2015-12",2,2,1
"P215","2016-02",1,1,1
"P215","2016-03",3,3,1
"P215","2016-04",1,1,1
"P215","2016-05",4,4,1
"P215","2016-06",1,1,1
"P215","2016-08",1,1,1
"P215","2016-09",1,1,1
"P2150","2015-10",1,1,1
"P2151","2016-01",2,2,1
"P2151","2016-02",1,1,1
"P2151","2016-05",1,1,1
"P2151","2016-06",9,9,1
"P2151","2016-07",1,1,1
"P2151","2016-09",1,1,1
"P2152","2015-10",37,37,1
"P2152","2016-04",2,2,1
"P2153","2015-10",2,2,1
"P2153","2015-12",1,1,1
"P2153","2016-06",3,3,1
"P2153","2016-07",1,1,1
"P2153","2016-09",2,2,1
"P2154","2015-12",2,2,1
"P2155","2015-11",6,6,1
"P2157","2015-10",15,15,1
"P2157","2016-02",1,1,1
"P2157","2016-07",16,16,1
"P2158","2015-10",1,1,1
"P2159","2015-11",1,1,1
"P2159","2016-04",1,1,1
"P2159","2016-06",2,2,1
"P2161","2015-10",54,54,1
"P2161","2015-12",2,2,1
"P2161","2016-01",1,1,1
"P2161","2016-02",5,5,1
"P2161","2016-03",1,1,1
"P2161","2016-07",1,1,1
"P2162","2016-01",1,1,1
"P2162","2016-02",1,1,1
"P2162","2016-03",84,84,1
"P2162","2016-04",5,5,1
"P2162","2016-05",5,5,1
"P2162","2016-06",2,2,1
"P2162","2016-07",4,4,1
"P2162","2016-08",1,1,1
"P2162","2016-09",1,1,1
"P2163","2015-10",62,62,1
"P2163","2015-11",16,16,1
"P2163","2015-12",31,31,1
"P2163","2016-05",1971,1971,1
"P2163","2016-07",1742,1742,1
"P2163","2016-08",979,979,1
"P2163","2016-10",1,1,1
"P2164","2015-10",3,3,1
"P2164","2015-11",1,1,1
"P2164","2016-02",1,1,1
"P2164","2016-03",5,5,1
"P2164","2016-04",13,13,1
"P2164","2016-06",1,1,1
"P2164","2016-08",1,1,1
"P2164","2016-09",1,1,1
"P2165","2015-10",1,1,1
"P2165","2016-01",2,2,1
"P2165","2016-05",1,1,1
"P2165","2016-08",4,4,1
"P2165","2016-09",4,4,1
"P2166","2015-10",1,1,1
"P2166","2016-09",7,7,1
"P2167","2015-10",1,1,1
"P2167","2016-01",57,57,1
"P2167","2016-04",50,50,1
"P2167","2016-05",5,5,1
"P2167","2016-06",18,18,1
"P2167","2016-07",4,4,1
"P2167","2016-08",1,1,1
"P2167","2016-09",7,7,1
"P2169","2015-11",504,504,1
"P217","2013-04",13,13,1
"P217","2013-06",3,3,1
"P217","2013-09",5,5,1
"P217","2013-10",2,2,1
"P217","2013-11",9,9,1
"P217","2014-01",7,7,1
"P217","2014-03",20,20,1
"P217","2016-10",20,20,1
"P2170","2015-11",262,262,1
"P2170","2016-07",1,1,1
"P2171","2016-03",572,572,1
"P2172","2016-03",30,30,1
"P2173","2015-10",1,1,1
"P2173","2016-03",321,321,1
"P2174","2015-11",427,427,1
"P2174","2015-12",94,94,1
"P2174","2016-04",13,13,1
"P2174","2016-05",12,12,1
"P2174","2016-06",9,9,1
"P2174","2016-08",31,31,1
"P2174","2016-09",5,5,1
"P2175","2015-10",3,3,1
"P2175","2016-01",3,3,1
"P2175","2016-09",27,27,1
"P2176","2015-10",4,4,1
"P2177","2015-10",2,2,1
"P2177","2016-03",2,2,1
"P2177","2016-07",3,3,1
"P2179","2015-10",1,1,1
"P2179","2016-02",2,2,1
"P218","2013-04",23,23,1
"P218","2013-05",5,5,1
